Step,u_k_x,u_k_y,u_k_theta,x,y,theta,relative_X,relative_Y,relative_Theta,Obs_dist,Obs_tetha,Covariance_X,Covariance_Y,Covariance_Theta,Covariance_dis,Covariance_angle
8568,1.5774,1.6265,0.0891,21.7312,14.3687,-0.3077,2.1442,0.5683,2.1442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8569,0.4421,1.9877,0.0975,23.0624,16.0237,-0.2452,1.3311,1.6551,1.3311,4.0512,0.9665,0.2012,0.1706,0.1090,-0.6016,-0.1075
8570,0.5394,0.4093,0.1300,23.7678,15.9635,-0.0638,0.7054,-0.0603,0.7054,3.3029,1.1818,0.0302,0.5692,0.1194,0.0027,-0.0961
8571,1.0603,1.1760,0.1415,24.3979,16.6336,-0.1276,0.6301,0.6702,0.6301,2.8824,1.0710,0.1115,-0.4698,0.1509,0.0069,0.0600
8572,0.0351,0.6130,0.1705,24.5996,16.9619,0.0491,0.2018,0.3282,0.2018,2.4209,0.8414,-0.3564,-0.2266,0.0736,0.4853,-0.0049
8573,0.0479,0.2706,0.0223,24.2997,17.0121,0.1976,-0.2999,0.0503,-0.2999,2.4651,0.6117,-0.1322,0.2876,0.0896,-0.1206,0.0795
8574,0.9919,0.0635,0.1241,25.0954,17.2004,0.2820,0.7957,0.1883,0.7957,1.9661,0.9611,-0.1136,0.3446,0.0285,0.0300,-0.1708
8575,1.2512,1.4070,0.1603,26.1576,18.9949,0.4497,1.0621,1.7945,1.0621,0.2990,2.4363,-0.3333,-0.0040,-0.0103,0.2268,-0.0107
8576,0.1410,0.9851,0.1427,25.9087,20.0413,0.6225,-0.2488,1.0464,-0.2488,0.7140,-2.1154,0.0036,-0.3227,-0.0547,0.0368,-0.0977
8577,1.8470,0.2803,0.1323,27.3078,21.0190,0.6639,1.3991,0.9778,1.3991,2.7499,-2.7380,0.2025,-0.4690,0.1078,-0.1670,-0.2718
8578,1.7497,0.2729,0.1116,28.1629,22.1243,0.7051,0.8551,1.1053,0.8551,4.3241,-2.9821,-0.5252,-0.0960,0.1152,-0.0538,0.1752
8579,1.0002,0.1441,0.0696,29.2262,22.4103,0.6428,1.0633,0.2860,1.0633,4.4003,-3.0190,-0.5047,-0.2047,0.0794,0.2712,-0.1228
8580,1.9933,0.2877,0.1604,31.5220,24.3454,0.6921,2.2958,1.9350,2.2958,3.7445,-0.9008,-0.3152,0.1109,0.1124,-0.0201,-0.0764
8581,0.5300,0.6771,0.1858,31.2579,24.7946,0.7706,-0.2642,0.4492,-0.2642,4.8552,-1.2105,-0.1125,0.2757,0.0627,-0.0875,0.1710
8582,1.1603,1.6337,0.1284,30.6799,26.8225,0.8037,-0.5779,2.0279,-0.5779,4.1417,0.9829,-0.0431,-0.1492,-0.0885,0.1598,-0.0820
8583,1.2074,0.3254,0.1212,31.6554,28.0025,1.0348,0.9755,1.1800,0.9755,3.2068,0.9370,0.2135,-0.0357,0.0753,-0.2466,-0.1055
8584,1.4192,0.6471,0.1579,31.5002,29.8430,1.2177,-0.1552,1.8405,-0.1552,1.5680,1.3845,0.1328,0.3011,-0.0562,-0.1311,0.0595
8585,0.1865,0.8213,0.0275,31.0680,30.0061,1.1288,-0.4322,0.1631,-0.4322,1.2460,1.5050,0.2004,-0.4609,-0.0904,-0.2967,-0.0276
8586,0.6295,1.8838,0.0464,29.3740,31.2649,1.0605,-1.6940,1.2588,-1.6940,1.3657,-1.7264,0.1692,0.3427,-0.1323,-0.3239,-0.0740
8587,0.4191,1.8609,0.1721,28.0250,32.3397,1.2949,-1.3490,1.0747,-1.3490,2.2744,-2.0997,-0.8838,0.2839,0.0073,0.1993,0.0571
8588,0.6292,0.6028,0.1808,27.4656,33.2339,1.4082,-0.5594,0.8942,-0.5594,3.7740,-2.1134,0.4511,0.1083,0.1686,0.2058,0.1490
8589,0.3566,0.7288,0.0122,26.9225,33.8279,1.4564,-0.5431,0.5941,-0.5431,4.7710,-2.1958,0.2535,-0.3094,-0.2595,-0.2676,0.0686
8590,0.5438,0.3354,0.1769,26.4162,34.2924,1.6674,-0.5063,0.4644,-0.5063,4.8919,-0.8989,-0.8090,0.0085,0.1264,0.1920,-0.0051
8591,1.3110,1.4962,0.0410,24.6696,35.2750,1.6362,-1.7466,0.9827,-1.7466,3.7163,-1.4271,0.4046,-0.1118,-0.2208,0.2301,0.0786
8592,1.5199,1.2600,0.0457,23.9517,36.9483,1.6536,-0.7179,1.6733,-0.7179,4.7388,-1.7538,-0.0827,0.2457,-0.1662,0.4177,-0.1192
8593,0.5540,1.8399,0.1454,21.5532,37.7845,1.8412,-2.3984,0.8362,-2.3984,3.9531,0.8839,0.5536,0.0301,0.0444,-0.3985,-0.0258
8594,1.5159,1.3267,0.1054,19.7892,39.0220,1.9416,-1.7640,1.2375,-1.7640,1.2751,0.7431,-0.1812,0.8027,-0.0054,0.0344,0.0412
8595,0.2973,0.9486,0.0157,18.1118,39.7270,2.2189,-1.6775,0.7049,-1.6775,0.0152,-3.3410,-0.3319,0.4067,-0.0347,0.2731,0.0973
8596,1.9061,0.3915,0.1416,16.6004,40.7914,2.3795,-1.5113,1.0644,-1.5113,1.8328,-2.9527,0.5177,0.3102,-0.1691,-0.0991,0.0590
8597,1.4592,0.8052,0.0501,14.6519,41.1857,2.4082,-1.9485,0.3943,-1.9485,4.1646,-2.7376,0.0355,0.1741,0.1464,-0.1039,0.0626
8598,0.0746,0.1152,0.0565,14.4239,41.2415,2.3670,-0.2280,0.0558,-0.2280,4.5101,-2.9532,-0.1114,-0.4868,-0.0826,-0.3085,0.1279
8599,0.4143,1.3188,0.0060,13.0077,40.1017,2.4587,-1.4162,-1.1397,-1.4162,4.0045,0.3860,0.5789,-0.5447,0.0999,0.1830,0.2396
8600,1.7998,1.3934,0.0472,10.3017,40.2185,2.5122,-2.7060,0.1168,-2.7060,1.1099,-0.0174,-0.0599,0.0872,-0.1041,0.1651,-0.2795
8601,0.3870,1.0381,0.0308,8.9604,39.8976,2.5639,-1.3413,-0.3209,-1.3413,1.0242,-1.0119,-0.0793,0.1052,-0.1248,-0.3992,-0.1584
8602,1.1067,1.9733,0.1311,7.1750,37.9548,2.8478,-1.7854,-1.9428,-1.7854,3.6747,-1.6401,-0.4645,-0.2459,-0.0768,0.0882,-0.1384
8603,0.1893,1.6233,0.0747,6.9424,36.3922,2.9528,-0.2326,-1.5626,-0.2326,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8604,0.7406,1.5896,0.0385,5.7082,35.0130,2.9000,-1.2342,-1.3791,-1.2342,4.0755,-5.7961,0.2465,0.0419,0.1340,-0.0909,0.0082
8605,1.0287,1.7362,0.0570,3.8651,33.9811,2.8553,-1.8431,-1.0319,-1.8431,1.5444,0.1813,-0.0248,-0.7061,-0.0012,0.1128,-0.1037
8606,1.6141,1.3639,0.0214,1.5479,33.5968,2.8483,-2.3172,-0.3843,-2.3172,0.4121,-1.5813,0.0446,0.2151,0.1883,0.3303,0.1796
8607,1.1090,0.3857,0.0632,0.0069,33.1705,2.8478,-1.5410,-0.4263,-1.5410,2.2073,-2.3393,-0.5585,-0.1376,0.0617,-0.0830,0.1140
8608,1.3557,1.1209,0.0198,-1.8213,31.8558,2.8125,-1.8283,-1.3147,-1.8283,3.9167,-5.4136,0.2533,0.1469,-0.0666,-0.4249,0.0252
8609,0.1121,0.2589,0.0858,-2.0454,32.0176,2.8686,-0.2241,0.1618,-0.2241,3.2079,-5.1857,0.6699,-0.2913,0.0958,0.2631,0.1510
8610,0.7917,1.7800,0.1506,-3.3919,30.9317,3.1141,-1.3465,-1.0859,-1.3465,1.9696,-5.5568,0.2474,-0.0911,0.0296,-0.4098,-0.1056
8611,1.7786,0.5404,0.0595,-5.4542,30.2494,-2.9754,-2.0623,-0.6823,-2.0623,4.1323,0.4754,-0.3068,0.1673,-0.0344,0.0181,0.0848
8612,1.1037,0.1355,0.0651,-7.0808,30.2015,-2.8429,-1.6267,-0.0479,-1.6267,2.8660,0.4947,0.2425,0.1620,-0.1313,0.2023,-0.0194
8613,1.4972,0.0983,0.1009,-8.1946,29.7707,-2.7774,-1.1137,-0.4308,-1.1137,1.9996,0.5165,0.2152,0.3674,-0.1785,-0.2542,-0.2156
8614,0.4145,0.3638,0.1496,-8.0453,28.9997,-2.5409,0.1493,-0.7710,0.1493,0.9980,-0.0155,-0.0773,0.1912,0.1210,0.1298,0.0947
8615,1.4095,0.3391,0.0787,-9.0874,27.9935,-2.5054,-1.0421,-1.0061,-1.0421,0.1443,4.1040,0.3929,-0.0738,0.1116,0.2345,-0.1689
8616,0.1460,1.7770,0.0107,-8.2045,26.7251,-2.5017,0.8829,-1.2685,0.8829,1.2372,4.4780,-0.0158,0.2955,-0.0573,0.4674,-0.0374
8617,1.4806,1.3139,0.0353,-8.3478,24.9033,-2.4557,-0.1434,-1.8218,-0.1434,3.5278,4.2808,-0.5265,-0.1244,0.0676,-0.1431,0.1131
8618,0.6740,0.8679,0.0572,-8.3336,23.6628,-2.4009,0.0142,-1.2404,0.0142,5.1144,4.0825,-0.2301,0.2713,0.2273,0.0741,-0.0300
8619,1.1374,1.2376,0.1930,-8.2093,22.0313,-2.0522,0.1242,-1.6315,0.1242,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8620,1.8922,1.4647,0.1368,-7.6945,19.7661,-1.8755,0.5148,-2.2652,0.5148,4.8312,0.9619,-0.2251,0.2342,0.0210,0.1485,0.0056
8621,1.6494,0.3624,0.1614,-7.9912,17.8626,-1.5836,-0.2967,-1.9035,-0.2967,4.0825,0.6960,-0.0743,-0.3343,-0.0368,-0.1840,-0.0648
8622,1.3234,0.9344,0.1123,-7.0161,16.7351,-1.2432,0.9751,-1.1275,0.9751,2.8783,0.2286,0.3500,-0.2970,0.0364,0.2806,-0.0013
8623,1.6985,0.6809,0.1916,-5.6410,15.1308,-1.0321,1.3751,-1.6043,1.3751,1.2166,-0.2733,-0.3272,-0.1763,-0.2176,0.3894,0.0024
8624,0.7544,1.3087,0.1576,-3.9329,15.5389,-0.8952,1.7081,0.4081,1.7081,1.6785,-1.5826,0.4220,-0.5582,0.0072,0.4510,-0.1255
8625,1.6041,1.2291,0.0570,-1.8468,15.5150,-0.8892,2.0860,-0.0239,2.0860,4.6717,-0.5597,0.1268,0.0576,-0.1768,0.1750,-0.1041
8626,1.5766,0.8754,0.1500,0.1548,14.9888,-0.8030,2.0017,-0.5262,2.0017,3.3160,-0.9194,0.0271,-0.2540,0.0852,0.5354,0.0119
8627,1.4030,1.0279,0.0387,1.6392,14.4884,-0.8066,1.4843,-0.5003,1.4843,3.7308,-1.5071,-0.0869,-0.3167,0.1774,0.1543,-0.0854
8628,1.5855,1.1877,0.1532,3.6428,13.9143,-0.8645,2.0036,-0.5742,2.0036,4.3707,-1.7662,0.2581,-0.3242,-0.0664,-0.0942,-0.1950
8629,0.7074,0.8348,0.0383,4.6737,13.2026,-0.9320,1.0309,-0.7117,1.0309,4.7787,-1.8739,0.6755,-0.0988,-0.0756,0.0289,-0.0327
8630,0.6307,1.9455,0.0788,6.9917,13.7475,-0.8450,2.3180,0.5449,2.3180,2.7616,1.5671,-0.4184,0.3823,-0.0633,-0.5030,-0.0986
8631,0.0648,1.2052,0.0817,7.6720,13.5008,-0.5756,0.6802,-0.2467,0.6802,3.1129,1.5506,-0.5332,-0.0473,0.1734,0.2701,-0.0395
8632,0.2701,0.1278,0.0860,8.1436,13.5419,-0.4484,0.4716,0.0411,0.4716,2.8916,1.4569,0.1806,-0.3004,-0.0820,-0.2399,0.0664
8633,0.4836,1.2450,0.1916,8.9423,14.4498,-0.2795,0.7987,0.9078,0.7987,1.6700,1.5724,0.3641,0.4284,0.1391,0.1428,0.0742
8634,1.3529,1.6785,0.1813,11.1900,15.6829,-0.1726,2.2477,1.2331,2.2477,3.7374,1.8179,-0.0903,0.2737,0.0371,-0.2673,-0.1699
8635,0.9250,0.8603,0.0221,11.7807,16.5001,-0.0856,0.5908,0.8173,0.5908,3.5387,1.7283,0.0067,-0.0061,0.1129,0.3336,-0.1774
8636,1.9645,1.1960,0.0238,14.2999,17.5944,0.0634,2.5192,1.0942,2.5192,3.0859,2.3413,0.2895,0.1874,0.2010,0.4339,-0.1328
8637,0.0760,0.5076,0.1489,14.2224,17.9239,0.3947,-0.0775,0.3295,-0.0775,2.7762,1.9984,0.0103,0.2803,-0.1322,-0.2003,-0.0777
8638,1.7176,0.7801,0.0076,15.4848,19.4863,0.3897,1.2624,1.5625,1.2624,3.4972,2.6505,-0.1330,-0.0262,0.2504,-0.0445,-0.0890
8639,0.3156,0.2299,0.1896,15.6991,20.2626,0.5777,0.2143,0.7762,0.2143,3.5283,-3.6629,-0.3360,-0.2345,-0.0725,-0.3393,-0.0212
8640,1.9153,1.7609,0.1563,16.6030,22.9233,0.7094,0.9039,2.6607,0.9039,1.4221,1.9810,0.3629,0.0912,-0.1856,-0.2015,-0.1242
8641,0.7737,1.2480,0.1741,16.5568,24.5792,1.0134,-0.0461,1.6559,-0.0461,2.2943,-3.4794,0.4021,0.0712,-0.0211,0.5060,0.0145
8642,1.8204,0.7829,0.0460,16.8704,26.3340,1.0937,0.3136,1.7547,0.3136,3.2353,-3.2116,-0.2620,0.3949,-0.1408,0.1692,-0.0608
8643,0.9085,0.0292,0.0338,17.1377,27.1918,1.0432,0.2673,0.8578,0.2673,3.7109,-3.0288,0.2477,0.3068,0.0740,0.4570,-0.0402
8644,1.7842,1.0048,0.0988,17.1614,29.1060,1.2151,0.0237,1.9142,0.0237,4.2891,-0.7561,0.7816,0.1041,-0.2027,-0.2816,-0.0298
8645,1.0137,0.3841,0.0924,16.9229,30.0472,1.2683,-0.2385,0.9412,-0.2385,3.4410,-1.1906,-0.1812,0.1048,0.0656,-0.5121,-0.0235
8646,0.8095,0.2048,0.0723,17.3106,31.1759,1.2875,0.3877,1.1287,0.3877,3.4122,-1.6467,-0.1873,0.0985,0.0404,0.3304,0.0401
8647,0.3419,1.5282,0.1791,16.1316,31.4970,1.4123,-1.1790,0.3211,-1.1790,4.3728,-1.5253,-0.2738,-0.1942,0.2031,0.2066,-0.0362
8648,1.1970,1.3658,0.1133,14.9974,32.7046,1.5175,-1.1342,1.2076,-1.1342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8649,1.5874,0.7982,0.1862,14.1416,34.6293,1.7261,-0.8558,1.9247,-0.8558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8650,1.5150,0.4113,0.1586,13.3887,35.6484,1.9881,-0.7530,1.0191,-0.7530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8651,0.2885,1.9273,0.1981,11.7789,35.4579,2.3243,-1.6098,-0.1905,-1.6098,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8652,0.9907,0.0564,0.0249,11.2583,36.0046,2.3747,-0.5206,0.5467,-0.5206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8653,1.4690,1.9544,0.1112,8.8499,35.3379,2.4842,-2.4084,-0.6667,-2.4084,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8654,1.5403,1.1292,0.1868,6.9015,35.7212,2.4802,-1.9484,0.3833,-1.9484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8655,1.4943,1.8715,0.1891,3.4162,35.2828,2.6612,-3.4853,-0.4383,-3.4853,2.0736,-5.1465,0.4223,-0.6113,0.0426,-0.3634,0.1461
8656,1.4093,1.9434,0.1009,1.4477,34.6972,2.7083,-1.9685,-0.5856,-1.9685,0.3865,-3.9775,-0.0364,0.1524,-0.1312,0.7237,-0.0866
8657,1.0340,0.2366,0.1705,0.1920,35.0919,2.9054,-1.2557,0.3947,-1.2557,1.8449,-3.5524,-0.3020,0.4203,-0.1177,-0.0960,0.1521
8658,0.6861,1.5134,0.1004,-0.8940,33.4577,3.1254,-1.0861,-1.6343,-1.0861,2.6916,-3.0028,0.3975,-0.0014,0.1331,0.3301,0.0645
8659,1.1563,1.2605,0.1191,-1.7386,32.6614,-3.0728,-0.8445,-0.7963,-0.8445,4.3229,0.5722,-0.3808,0.0631,-0.0328,-0.1200,-0.0459
8660,1.1749,1.4689,0.1021,-2.7229,31.5394,-2.8288,-0.9844,-1.1220,-0.9844,1.8331,0.5974,-0.3088,-0.1160,-0.0619,0.2480,0.0800
8661,1.9936,1.1356,0.0274,-4.5304,29.6221,-2.7511,-1.8074,-1.9173,-1.8074,4.8092,-0.2225,-0.2073,0.1924,0.0439,-0.0831,0.1328
8662,0.7786,1.9273,0.1467,-4.6839,27.7333,-2.6012,-0.1536,-1.8887,-0.1536,4.9530,5.4908,-0.2509,-0.1143,-0.0604,0.1078,0.0918
8663,0.4392,0.3986,0.1872,-4.6414,27.1252,-2.4651,0.0425,-0.6081,0.0425,4.3582,5.1349,0.1170,0.5805,-0.0424,0.2984,-0.0050
8664,0.3401,0.5040,0.1050,-4.6686,27.0439,-2.1265,-0.0272,-0.0813,-0.0272,4.4079,4.8456,0.0279,-0.1752,-0.0175,-0.1726,0.1877
8665,1.7596,1.7106,0.1150,-4.8117,24.3282,-2.0141,-0.1431,-2.7157,-0.1431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8666,0.4687,1.6676,0.1443,-3.8910,22.9159,-1.8888,0.9207,-1.4123,0.9207,3.5597,1.6403,-0.1754,0.1326,-0.1089,0.4061,0.0460
8667,0.6707,1.7188,0.0060,-2.3189,21.5281,-1.9920,1.5720,-1.3878,1.5720,2.7185,2.4213,-0.1003,0.1484,-0.0107,-0.3399,0.0527
8668,0.1502,0.3713,0.0108,-2.3650,21.1482,-1.8565,-0.0461,-0.3799,-0.0461,2.7295,2.3018,-0.0804,0.6098,0.1941,-0.4790,0.0286
8669,1.1339,1.7155,0.0317,-1.1693,19.5560,-1.7998,1.1957,-1.5922,1.1957,3.6888,3.0840,-0.0616,0.1689,-0.0024,-0.1204,0.0675
8670,1.5088,1.6064,0.1193,-0.1315,17.8289,-1.7241,1.0378,-1.7271,1.0378,4.1841,0.3692,0.4970,-0.0297,-0.0555,-0.3270,-0.1216
8671,1.6834,0.7944,0.1708,0.6703,16.2097,-1.4523,0.8018,-1.6192,0.8018,4.7136,-0.1672,-0.1983,0.4428,0.0275,0.1326,-0.1693
8672,0.0797,0.2146,0.1081,0.7962,15.9763,-1.2064,0.1259,-0.2334,0.1259,5.0958,-0.5257,0.0249,-0.1867,-0.0836,0.0637,0.0224
8673,0.6669,1.2868,0.0211,1.6434,15.6103,-1.2420,0.8472,-0.3660,0.8472,4.5142,-0.8482,0.7460,-0.2965,0.0745,0.2082,0.0920
8674,1.3701,0.0881,0.0884,2.1358,14.8174,-1.2471,0.4924,-0.7930,0.4924,4.0345,-1.0122,0.3905,-0.2573,0.1582,0.3267,-0.2219
8675,0.4745,1.8789,0.1012,4.1638,15.1759,-1.1827,2.0280,0.3585,2.0280,3.7899,-1.5358,-0.2940,0.4490,-0.0915,-0.3530,-0.0825
8676,1.8489,0.6513,0.1846,5.4269,13.2940,-0.9185,1.2630,-1.8818,1.2630,4.9294,1.6950,-0.1077,-0.3225,0.0407,0.5098,0.0861
8677,0.5227,0.6261,0.1239,6.2208,13.9138,-0.6758,0.7939,0.6198,0.7939,3.2347,1.1141,0.1073,0.1041,-0.0040,0.0701,0.1217
8678,1.5056,1.9786,0.1905,8.7810,14.3309,-0.4970,2.5602,0.4171,2.5602,1.7151,1.4704,-0.3599,-0.2643,-0.0511,0.0578,-0.1557
8679,1.0494,0.3895,0.0977,9.3357,13.3135,-0.3541,0.5547,-1.0174,0.5547,2.4194,1.8774,-0.1543,0.9071,-0.0472,0.2285,0.1524
8680,0.1437,0.4098,0.0464,9.7731,14.0571,-0.2807,0.4374,0.7436,0.4374,1.8133,1.9171,-0.1066,-0.2129,-0.2102,-0.8638,0.1178
8681,0.9930,0.3705,0.0591,10.9583,13.8971,-0.3732,1.1851,-0.1600,1.1851,1.9380,2.3829,0.1161,-0.0703,-0.2385,0.2289,-0.1207
8682,1.3014,0.5655,0.1435,12.5509,13.9419,-0.3396,1.5927,0.0448,1.5927,3.7592,2.7701,-0.2380,-0.1691,-0.0150,0.2624,0.0246
8683,1.7522,1.0584,0.0722,14.8696,14.5021,-0.2131,2.3187,0.5601,2.3187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8684,0.9098,1.1347,0.1958,16.4266,15.3503,-0.0292,1.5570,0.8482,1.5570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8685,0.6811,1.2781,0.0880,16.6759,16.9811,0.0904,0.2493,1.6308,0.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8686,0.9963,0.5549,0.0798,17.4051,17.8238,0.3152,0.7292,0.8428,0.7292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8687,1.5466,0.1593,0.0644,18.8269,17.8776,0.4464,1.4218,0.0538,1.4218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8688,0.3679,0.9839,0.0656,18.4247,18.8173,0.4831,-0.4022,0.9397,-0.4022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8689,1.0544,0.9532,0.0023,19.1745,20.2606,0.5145,0.7498,1.4433,0.7498,4.4902,1.9614,0.6399,-0.1311,0.0283,0.4444,0.2319
8690,1.0875,0.6022,0.0019,19.8573,21.5771,0.3832,0.6827,1.3165,0.6827,4.4241,2.3597,-0.2328,-0.1063,0.0863,0.1311,-0.0639
8691,0.0319,0.5444,0.0024,19.8099,22.2276,0.1241,-0.0474,0.6505,-0.0474,4.3632,2.7733,-0.0574,-0.2165,-0.0053,-0.0868,-0.0842
8692,0.9398,1.4009,0.0029,20.5907,23.5198,0.2761,0.7809,1.2922,0.7809,2.6012,-0.0899,-0.1511,-0.2682,0.0759,0.8815,-0.1100
8693,1.8977,0.7452,0.1902,22.1089,24.9886,0.3060,1.5182,1.4687,1.5182,1.8816,-0.5860,0.1251,-0.2825,-0.0771,-0.0664,0.1915
8694,0.8604,0.7492,0.1668,22.7013,25.8809,0.5828,0.5924,0.8923,0.5924,5.3444,1.4342,0.1713,0.4370,0.1991,0.5269,0.0602
8695,1.2927,0.8125,0.1865,23.3400,27.3238,0.7971,0.6386,1.4429,0.6386,4.0832,1.5231,-0.0443,0.2789,-0.0045,-0.4804,-0.1152
8696,0.9378,0.2396,0.0755,23.6009,28.3284,0.9260,0.2609,1.0046,0.2609,3.3524,1.6301,0.5861,-0.2504,0.1414,-0.4097,0.1568
8697,0.2396,1.6892,0.1380,22.7382,29.7501,0.9509,-0.8626,1.4217,-0.8626,2.2713,1.9572,0.1420,0.0596,0.0570,0.4627,0.0058
8698,0.1986,1.0792,0.1859,22.0677,30.3895,1.1177,-0.6705,0.6394,-0.6705,1.8997,-4.1560,0.0317,-0.4480,0.1809,-0.2652,0.0748
8699,0.6734,0.8594,0.0364,21.5304,31.5153,0.9592,-0.5373,1.1258,-0.5373,1.7643,-3.1041,-0.8105,0.2113,-0.1640,-0.0105,-0.1472
8700,0.7447,0.8785,0.0323,21.0568,32.5095,0.8259,-0.4736,0.9942,-0.4736,2.1886,-2.5596,-0.2391,-0.1120,0.1513,0.1692,-0.0288
8701,1.4736,0.8445,0.0460,21.3908,33.7429,0.7952,0.3340,1.2335,0.3340,3.3143,-2.3051,-0.1265,0.3470,-0.0575,-0.0795,-0.1126
8702,0.7339,1.8668,0.1107,20.4999,35.2865,0.8801,-0.8909,1.5435,-0.8909,4.9072,1.1669,0.3866,-0.4776,-0.1008,-0.2304,-0.0829
8703,0.6538,0.6337,0.1337,20.2724,36.4438,0.9778,-0.2274,1.1573,-0.2274,3.7888,1.2753,0.4651,-0.3459,-0.0023,-0.1277,0.1124
8704,1.1350,1.9351,0.1348,19.3249,38.5123,1.1795,-0.9475,2.0685,-0.9475,1.2386,1.0521,0.2050,0.3020,-0.1094,-0.2094,0.2372
8705,1.8663,1.6189,0.1992,18.7398,40.3366,1.4677,-0.5851,1.8243,-0.5851,0.9290,-3.5800,0.3030,0.0271,0.0436,-0.0908,-0.0601
8706,1.9273,0.4298,0.0463,18.8675,42.2881,1.5695,0.1277,1.9515,0.1277,3.0850,-3.4266,0.0791,0.4104,-0.0603,0.1892,-0.0196
8707,0.1762,1.9229,0.1493,17.0703,42.5067,1.7104,-1.7972,0.2186,-1.7972,2.9996,-2.8953,-0.3115,-0.0195,0.1097,0.2487,0.1690
8708,0.8729,0.4020,0.1496,16.6502,43.1439,1.8772,-0.4201,0.6371,-0.4201,3.2618,-3.1516,-0.2825,0.0265,-0.1865,-0.1336,-0.0015
8709,0.8023,0.2986,0.0877,15.9166,43.4394,1.8179,-0.7336,0.2955,-0.7336,4.5006,-2.9308,-0.2980,-0.7352,0.1120,-0.6189,0.1153
8710,0.5029,1.1724,0.0049,14.5952,43.8845,1.7868,-1.3214,0.4451,-1.3214,1.8648,-0.8400,-0.1028,-0.2088,0.1067,0.2055,-0.0370
8711,1.2222,1.4603,0.0813,13.0459,45.2248,1.9723,-1.5493,1.3403,-1.5493,4.0531,0.3797,-0.1715,0.2967,0.0372,0.0403,0.0721
8712,0.3244,0.7179,0.1449,12.1566,45.1145,1.9936,-0.8893,-0.1103,-0.8893,3.8565,0.2178,0.4795,0.2866,0.0976,-0.0419,0.0526
8713,1.1827,1.3857,0.1913,10.2332,45.2648,2.1248,-1.9234,0.1503,-1.9234,4.4100,-4.1138,-0.6925,0.0332,-0.0498,0.4508,0.0309
8714,1.8949,0.1659,0.1812,9.6082,46.3374,2.2697,-0.6250,1.0726,-0.6250,1.9558,-0.9500,0.2802,0.6368,-0.0320,-0.0013,0.0635
8715,0.2421,0.0188,0.0164,9.0459,46.5787,2.4289,-0.5624,0.2413,-0.5624,2.1481,-1.3205,0.0527,-0.4047,0.0221,0.2418,0.0410
8716,1.2642,0.0862,0.0502,8.0866,47.6381,2.4784,-0.9593,1.0594,-0.9593,4.7457,-0.0808,-0.0122,-0.0160,-0.0773,0.2028,-0.0330
8717,1.7639,0.6022,0.0340,6.5248,48.3099,2.3144,-1.5618,0.6718,-1.5618,3.3230,0.0043,0.2650,-0.3883,0.0599,-0.2522,0.2052
8718,1.0352,0.6275,0.1090,5.3119,48.7575,2.2694,-1.2129,0.4476,-1.2129,2.0625,-0.2687,0.5068,-0.1201,-0.0189,0.2940,-0.0824
8719,0.4339,1.6904,0.1032,3.6172,47.9408,2.2548,-1.6947,-0.8167,-1.6947,2.8202,-1.0829,-0.0584,-0.5367,0.0932,-0.0559,0.0698
8720,0.6154,0.8932,0.1134,2.4698,48.0375,2.3189,-1.1474,0.0966,-1.1474,3.4957,-1.4600,0.3022,-0.4111,-0.1388,-0.3307,0.0678
8721,1.1615,1.1172,0.1391,0.6483,47.9381,2.5886,-1.8215,-0.0993,-1.8215,4.4764,-1.9086,-0.2237,-0.1674,-0.2258,-0.1577,-0.0168
8722,0.7640,1.5618,0.1040,-0.6106,47.0622,2.5504,-1.2588,-0.8760,-1.2588,4.4059,-3.9828,0.3667,-0.1850,0.0435,0.1687,0.0113
8723,0.7003,1.1050,0.1362,-1.7234,46.4427,2.7611,-1.1128,-0.6195,-1.1128,3.9512,-3.7373,-0.3666,0.1282,-0.0340,-0.1940,-0.0598
8724,1.6842,0.9445,0.0509,-3.8946,46.7574,2.7724,-2.1712,0.3147,-2.1712,3.5781,-5.7629,-0.0565,0.4565,-0.0409,-0.2863,-0.0819
8725,0.3081,1.3796,0.0998,-4.3118,45.2617,3.0080,-0.4172,-1.4957,-0.4172,3.1023,-0.3638,0.2400,-0.0022,-0.0621,0.0502,-0.2185
